"rowid","orderid","orderdate","sales","quantity","discount","profit","shipdate","customerid","shipmentid"
5224,"CA-2017-117401","2017-05-18","43.19",7,"0.00","20.73","2017-05-22","PP-18955",4
5225,"US-2017-109582","2017-09-12","166.44",3,"0.00","79.89","2017-09-17","JM-15865",4
5226,"CA-2016-119865","2016-06-21","36.56",5,"0.20","12.80","2016-06-26","AS-10090",2
5227,"CA-2016-119865","2016-06-21","186.14",6,"0.20","60.50","2016-06-26","AS-10090",2
5228,"CA-2016-119865","2016-06-21","353.57",2,"0.20","-44.20","2016-06-26","AS-10090",2
5229,"US-2014-147648","2014-11-26","81.98",2,"0.00","40.17","2014-12-01","LS-16975",2
5230,"CA-2017-124436","2017-03-19","14.62",2,"0.20","5.12","2017-03-22","SA-20830",4
5231,"CA-2017-124436","2017-03-19","697.16",5,"0.20","8.71","2017-03-22","SA-20830",4
5232,"CA-2017-124436","2017-03-19","30.93",1,"0.00","12.68","2017-03-22","SA-20830",4
5233,"CA-2017-124436","2017-03-19","27.50",7,"0.20","9.28","2017-03-22","SA-20830",4
5234,"CA-2014-115084","2014-10-18","605.34",6,"0.00","145.28","2014-10-22","LS-17200",2
5235,"CA-2017-131037","2017-08-22","210.01",1,"0.20","2.63","2017-08-23","TM-21490",1
5236,"CA-2016-111143","2016-11-19","54.96",3,"0.00","15.94","2016-11-22","TT-21265",1
5237,"CA-2014-166744","2014-09-20","164.22",3,"0.00","50.91","2014-09-24","DN-13690",2
5238,"CA-2014-166744","2014-09-20","362.94",3,"0.00","36.29","2014-09-24","DN-13690",2
5239,"CA-2014-166744","2014-09-20","59.98",2,"0.00","26.39","2014-09-24","DN-13690",2
5240,"CA-2016-116561","2016-09-11","332.94",3,"0.00","6.66","2016-09-17","EB-14110",2
5241,"CA-2016-116561","2016-09-11","39.87",2,"0.20","12.96","2016-09-17","EB-14110",2
5242,"CA-2016-110730","2016-09-23","13.68",2,"0.00","3.69","2016-09-26","CM-11815",4
5243,"CA-2017-146367","2017-08-04","3.32",3,"0.80","-5.64","2017-08-08","HM-14860",2
5244,"CA-2016-149454","2016-07-25","10.44",1,"0.00","4.80","2016-07-26","KM-16375",1
5245,"CA-2016-156265","2016-08-02","136.46",2,"0.20","15.35","2016-08-04","BF-11020",4
5246,"CA-2016-156265","2016-08-02","333.58",3,"0.20","33.36","2016-08-04","BF-11020",4
5247,"CA-2016-156265","2016-08-02","12.54",2,"0.20","4.70","2016-08-04","BF-11020",4
5248,"US-2015-168914","2015-05-21","20.77",8,"0.80","-52.96","2015-05-27","JE-15745",2
5249,"US-2017-110989","2017-11-03","43.50",3,"0.00","10.88","2017-11-05","EJ-14155",4
5250,"CA-2015-106215","2015-04-16","12.58",4,"0.20","4.09","2015-04-21","BN-11470",2
5251,"US-2016-169369","2016-12-12","249.95",5,"0.00","20.00","2016-12-18","EC-14050",2
5252,"US-2016-169369","2016-12-12","49.12",4,"0.00","23.09","2016-12-18","EC-14050",2
5253,"CA-2015-132318","2015-10-30","182.91",3,"0.00","53.04","2015-11-02","TT-21220",1
5254,"US-2014-131982","2014-03-07","107.65",2,"0.20","33.64","2014-03-11","NP-18685",4
5255,"CA-2015-125185","2015-03-05","99.37",2,"0.30","-7.10","2015-03-07","AH-10195",4
5256,"CA-2015-125185","2015-03-05","33.57",2,"0.20","-5.45","2015-03-07","AH-10195",4
5257,"CA-2016-130078","2016-08-08","10.56",2,"0.00","4.75","2016-08-14","CC-12145",2
5258,"US-2017-114034","2017-01-03","38.88",6,"0.00","18.66","2017-01-08","DL-13315",2
5259,"US-2017-115595","2017-10-09","35.20",5,"0.00","16.54","2017-10-11","XP-21865",1
5260,"CA-2017-158722","2017-10-20","45.53",3,"0.20","15.93","2017-10-26","MA-17560",2
5261,"CA-2014-105165","2014-09-07","196.78",3,"0.20","14.76","2014-09-10","SZ-20035",1
5262,"CA-2014-105165","2014-09-07","2.92",2,"0.80","-4.82","2014-09-10","SZ-20035",1
5263,"CA-2014-105165","2014-09-07","200.80",1,"0.30","-22.95","2014-09-10","SZ-20035",1
5264,"CA-2014-105165","2014-09-07","46.69",4,"0.20","-2.92","2014-09-10","SZ-20035",1
5265,"CA-2014-105165","2014-09-07","21.86",3,"0.20","3.55","2014-09-10","SZ-20035",1
5266,"CA-2017-147452","2017-09-30","11.76",2,"0.00","5.76","2017-10-03","CS-11845",1
5267,"CA-2017-147452","2017-09-30","167.94",3,"0.00","82.29","2017-10-03","CS-11845",1
5268,"CA-2017-147452","2017-09-30","3.89",1,"0.00","1.01","2017-10-03","CS-11845",1
5269,"US-2017-114657","2017-11-16","52.44",4,"0.00","24.12","2017-11-21","MH-18115",2
5270,"CA-2017-144484","2017-09-11","32.36",4,"0.00","11.65","2017-09-11","CB-12025",3
5271,"CA-2017-144484","2017-09-11","406.60",5,"0.00","113.85","2017-09-11","CB-12025",3
5272,"CA-2017-125913","2017-01-16","27.92",4,"0.00","8.10","2017-01-16","JO-15145",3
5273,"CA-2017-125913","2017-01-16","399.67",7,"0.20","-14.99","2017-01-16","JO-15145",3
5274,"US-2016-158309","2016-11-26","3.74",4,"0.70","-2.62","2016-11-29","PA-19060",1
5275,"CA-2015-162887","2015-11-07","715.20",3,"0.00","178.80","2015-11-09","SV-20785",4
5276,"CA-2017-147333","2017-12-14","159.80",4,"0.00","70.31","2017-12-20","KL-16555",2
5277,"CA-2017-147333","2017-12-14","44.75",5,"0.00","8.50","2017-12-20","KL-16555",2
5278,"CA-2014-113859","2014-09-13","340.12",6,"0.30","-9.72","2014-09-17","BC-11125",2
5279,"CA-2014-159681","2014-12-07","105.52",4,"0.00","48.54","2014-12-13","PO-18850",2
5280,"US-2017-104094","2017-09-07","13.48",1,"0.00","1.89","2017-09-11","AG-10675",2
5281,"CA-2017-152709","2017-10-07","85.52",2,"0.00","22.24","2017-10-12","DB-13210",2
5282,"CA-2015-105158","2015-09-05","6.16",2,"0.00","2.96","2015-09-10","SP-20860",2
5283,"CA-2015-105158","2015-09-05","36.84",3,"0.00","17.31","2015-09-10","SP-20860",2
5284,"CA-2014-133424","2014-03-30","15.84",3,"0.00","0.00","2014-04-04","Dl-13600",2
5285,"CA-2014-133424","2014-03-30","44.40",3,"0.00","22.20","2014-04-04","Dl-13600",2
5286,"CA-2017-105991","2017-05-05","21.24",9,"0.20","7.43","2017-05-06","LH-17020",1
5287,"CA-2017-105991","2017-05-05","9.55",8,"0.70","-7.32","2017-05-06","LH-17020",1
5288,"CA-2017-105991","2017-05-05","89.99",3,"0.70","-152.98","2017-05-06","LH-17020",1
5289,"US-2017-136784","2017-04-30","163.96",4,"0.00","80.34","2017-05-05","AD-10180",2
5290,"CA-2014-146283","2014-09-08","17.90",2,"0.20","6.27","2014-09-15","KT-16465",2
5291,"CA-2014-146283","2014-09-08","966.70",5,"0.30","-13.81","2014-09-15","KT-16465",2
5292,"CA-2014-146283","2014-09-08","182.11",6,"0.20","61.46","2014-09-15","KT-16465",2
5293,"CA-2017-151218","2017-06-20","4.46",1,"0.20","0.33","2017-06-23","PJ-19015",1
5294,"CA-2015-111073","2015-12-26","51.59",1,"0.40","-15.48","2015-12-30","MC-18100",2
5295,"CA-2017-144883","2017-08-15","50.40",8,"0.00","23.18","2017-08-19","BO-11350",2
5296,"CA-2017-142174","2017-03-04","89.57",2,"0.20","32.47","2017-03-09","DP-13000",2
5297,"CA-2017-108791","2017-07-27","14.89",1,"0.00","4.02","2017-07-31","TM-21490",2
5298,"CA-2017-108791","2017-07-27","543.92",8,"0.00","135.98","2017-07-31","TM-21490",2
5299,"CA-2016-106656","2016-09-23","4.08",2,"0.00","1.92","2016-09-26","DV-13045",1
5300,"CA-2016-106656","2016-09-23","18.90",3,"0.00","8.69","2016-09-26","DV-13045",1
5301,"CA-2016-113831","2016-05-30","2275.50",10,"0.00","386.84","2016-06-03","AH-10690",2
5302,"CA-2016-113831","2016-05-30","1979.70",6,"0.00","653.30","2016-06-03","AH-10690",2
5303,"CA-2016-113831","2016-05-30","62.10",6,"0.00","29.81","2016-06-03","AH-10690",2
5304,"US-2014-139500","2014-11-16","37.30",2,"0.30","-1.07","2014-11-20","AB-10165",2
5305,"US-2014-166310","2014-09-21","8.54",2,"0.60","-7.48","2014-09-23","JS-15940",1
5306,"US-2016-168410","2016-02-21","68.95",5,"0.00","28.96","2016-02-26","BV-11245",2
5307,"US-2016-168410","2016-02-21","296.37",3,"0.00","80.02","2016-02-26","BV-11245",2
5308,"US-2016-168410","2016-02-21","39.98",2,"0.00","2.00","2016-02-26","BV-11245",2
5309,"CA-2017-131254","2017-11-19","191.06",3,"0.30","-46.40","2017-11-21","NC-18415",1
5310,"CA-2017-131254","2017-11-19","13.04",5,"0.20","3.91","2017-11-21","NC-18415",1
5311,"CA-2017-131254","2017-11-19","1525.19",6,"0.80","-2287.78","2017-11-21","NC-18415",1
5312,"CA-2016-123414","2016-08-21","9.22",4,"0.20","3.34","2016-08-27","SU-20665",2
5313,"CA-2016-123414","2016-08-21","28.05",2,"0.20","3.51","2016-08-27","SU-20665",2
5314,"CA-2017-137876","2017-04-30","64.96",2,"0.00","21.44","2017-05-05","DJ-13510",2
5315,"CA-2017-137876","2017-04-30","30.56",4,"0.00","14.97","2017-05-05","DJ-13510",2
5316,"CA-2016-154060","2016-05-02","187.06",9,"0.20","11.69","2016-05-08","DL-12865",2
5317,"US-2017-162558","2017-10-02","11.81",2,"0.20","1.33","2017-10-05","Dp-13240",1
5318,"US-2017-162558","2017-10-02","9.66",1,"0.20","1.57","2017-10-05","Dp-13240",1
5319,"US-2017-162558","2017-10-02","20.74",4,"0.20","7.26","2017-10-05","Dp-13240",1
5320,"US-2017-162558","2017-10-02","27.36",3,"0.70","-21.89","2017-10-05","Dp-13240",1
5321,"US-2017-162558","2017-10-02","2314.12",7,"0.40","-1002.78","2017-10-05","Dp-13240",1
5322,"US-2017-162558","2017-10-02","34.24",4,"0.70","-26.25","2017-10-05","Dp-13240",1
5323,"US-2017-162558","2017-10-02","19.76",2,"0.20","5.93","2017-10-05","Dp-13240",1
5324,"CA-2017-134439","2017-09-18","15.96",2,"0.00","7.98","2017-09-23","TM-21010",4
5325,"CA-2015-119508","2015-12-04","16.90",5,"0.00","6.25","2015-12-09","TZ-21580",2
5326,"CA-2015-119508","2015-12-04","25.08",6,"0.00","9.03","2015-12-09","TZ-21580",2
5327,"CA-2015-152681","2015-01-17","6.68",2,"0.00","2.00","2015-01-22","SC-20260",2
5328,"CA-2014-130813","2014-01-06","19.44",3,"0.00","9.33","2014-01-08","LS-17230",4
5329,"CA-2015-120320","2015-03-05","31.92",2,"0.20","2.39","2015-03-09","MV-18190",2
5330,"CA-2016-111941","2016-12-25","33.57",2,"0.20","11.75","2016-12-28","BD-11620",4
5331,"CA-2016-123120","2016-09-04","63.94",1,"0.00","24.94","2016-09-08","CV-12295",2
5332,"CA-2016-123120","2016-09-04","60.60",5,"0.20","20.45","2016-09-08","CV-12295",2
5333,"CA-2016-123120","2016-09-04","22.72",4,"0.00","6.59","2016-09-08","CV-12295",2
5334,"CA-2014-103331","2014-08-26","10.68",4,"0.00","4.06","2014-09-01","KB-16315",2
5335,"CA-2014-103331","2014-08-26","17.34",3,"0.00","8.50","2014-09-01","KB-16315",2
5336,"CA-2014-103331","2014-08-26","3.38",1,"0.00","1.55","2014-09-01","KB-16315",2
5337,"CA-2015-169278","2015-05-21","26.98",4,"0.20","8.77","2015-05-25","ME-18010",2
5338,"CA-2017-111577","2017-10-16","307.78",7,"0.20","111.57","2017-10-21","AJ-10780",2
5339,"CA-2015-146486","2015-11-09","244.55",5,"0.00","4.89","2015-11-14","DV-13465",4
5340,"CA-2015-146486","2015-11-09","12.24",6,"0.00","5.75","2015-11-14","DV-13465",4
5341,"CA-2015-146486","2015-11-09","13.98",2,"0.00","6.01","2015-11-14","DV-13465",4
5342,"CA-2015-146486","2015-11-09","899.95",5,"0.00","54.00","2015-11-14","DV-13465",4
5343,"US-2014-168501","2014-11-21","1.63",1,"0.20","0.55","2014-11-27","JK-15325",2
5344,"US-2014-168501","2014-11-21","267.96",5,"0.20","16.75","2014-11-27","JK-15325",2
5345,"CA-2015-112053","2015-10-11","31.95",1,"0.00","2.24","2015-10-13","SH-20395",4
5346,"CA-2017-108539","2017-03-21","725.84",4,"0.00","210.49","2017-03-23","SC-20725",4
5347,"CA-2017-108539","2017-03-21","10.90",3,"0.20","3.95","2017-03-23","SC-20725",4
5348,"CA-2017-108539","2017-03-21","8.54",2,"0.20","2.88","2017-03-23","SC-20725",4
5349,"CA-2015-149811","2015-01-04","32.34",3,"0.00","15.52","2015-01-10","CS-12250",2
5350,"CA-2015-149811","2015-01-04","39.90",5,"0.00","19.95","2015-01-10","CS-12250",2
5351,"US-2017-103814","2017-12-09","143.86",9,"0.20","48.55","2017-12-16","LH-16900",2
5352,"CA-2016-123932","2016-09-06","41.92",4,"0.20","15.20","2016-09-12","YC-21895",2
5353,"CA-2016-123932","2016-09-06","329.58",2,"0.20","37.08","2016-09-12","YC-21895",2
5354,"US-2016-101616","2016-09-03","87.28",8,"0.00","41.02","2016-09-06","CY-12745",1
5355,"CA-2014-113768","2014-05-13","279.46",6,"0.20","20.96","2014-05-19","AH-10030",2
5356,"CA-2014-113768","2014-05-13","8.00",2,"0.00","3.84","2014-05-19","AH-10030",2
5357,"CA-2016-138037","2016-09-29","27.24",5,"0.20","9.53","2016-10-03","AR-10540",2
5358,"CA-2014-150490","2014-08-05","16.36",1,"0.00","1.64","2014-08-11","SS-20590",2
5359,"CA-2014-150490","2014-08-05","15.78",2,"0.00","0.63","2014-08-11","SS-20590",2
5360,"CA-2014-150490","2014-08-05","45.98",2,"0.00","12.87","2014-08-11","SS-20590",2
5361,"US-2017-126060","2017-04-14","198.27",8,"0.20","-32.22","2017-04-18","DW-13585",2
5362,"CA-2017-100951","2017-06-09","720.76",5,"0.20","54.06","2017-06-10","NC-18625",1
5363,"CA-2016-122017","2016-12-29","70.56",6,"0.00","23.99","2017-01-02","CD-11920",2
5364,"CA-2016-122017","2016-12-29","81.96",2,"0.00","22.95","2017-01-02","CD-11920",2
5365,"CA-2014-123477","2014-01-18","64.86",4,"0.20","6.49","2014-01-21","DW-13195",4
5366,"CA-2016-107790","2016-11-20","151.19",1,"0.20","13.23","2016-11-24","EH-13990",2
5367,"CA-2017-158071","2017-06-10","88.78",3,"0.20","7.77","2017-06-15","BD-11320",2
5368,"CA-2017-158071","2017-06-10","11.56",4,"0.00","5.43","2017-06-15","BD-11320",2
5369,"CA-2017-158071","2017-06-10","15.58",1,"0.00","3.90","2017-06-15","BD-11320",2
5370,"CA-2017-147403","2017-09-10","85.06",3,"0.20","28.71","2017-09-13","KH-16630",1
5371,"US-2017-136721","2017-04-08","273.96",2,"0.00","71.23","2017-04-12","NH-18610",2
5372,"US-2017-136721","2017-04-08","306.90",3,"0.00","79.79","2017-04-12","NH-18610",2
5373,"CA-2015-118738","2015-10-24","15.55",3,"0.20","5.44","2015-10-30","AG-10495",2
5374,"CA-2015-118738","2015-10-24","347.36",7,"0.30","-69.47","2015-10-30","AG-10495",2
5375,"CA-2015-118738","2015-10-24","10.37",2,"0.20","3.63","2015-10-30","AG-10495",2
5376,"CA-2017-134152","2017-05-27","98.16",6,"0.00","9.82","2017-05-31","RP-19855",2
5377,"CA-2017-134152","2017-05-27","31.44",3,"0.00","7.86","2017-05-31","RP-19855",2
5378,"CA-2014-125542","2014-12-05","348.49",7,"0.20","117.61","2014-12-07","NB-18655",1
5379,"CA-2014-125542","2014-12-05","172.74",4,"0.20","-30.23","2014-12-07","NB-18655",1
5380,"CA-2016-136021","2016-08-14","15.54",3,"0.00","7.61","2016-08-18","JM-15580",2
5381,"CA-2016-136021","2016-08-14","105.55",6,"0.20","35.62","2016-08-18","JM-15580",2
5382,"CA-2016-149195","2016-09-05","25.92",5,"0.20","9.07","2016-09-07","DM-13525",4
5383,"CA-2016-149195","2016-09-05","15.81",8,"0.20","5.34","2016-09-07","DM-13525",4
5384,"CA-2016-149195","2016-09-05","10.37",2,"0.20","3.76","2016-09-07","DM-13525",4
5385,"CA-2017-161410","2017-06-26","358.20",3,"0.40","41.79","2017-07-03","CC-12220",2
5386,"CA-2017-161410","2017-06-26","545.92",14,"0.40","72.79","2017-07-03","CC-12220",2
5387,"CA-2017-152786","2017-03-12","40.41",9,"0.00","18.59","2017-03-17","GA-14725",2
5388,"CA-2017-164707","2017-02-18","167.98",3,"0.20","10.50","2017-02-21","CV-12805",4
5389,"CA-2017-164707","2017-02-18","109.53",3,"0.00","47.10","2017-02-21","CV-12805",4
5390,"CA-2017-164707","2017-02-18","9.82",2,"0.00","4.81","2017-02-21","CV-12805",4
5391,"CA-2017-163874","2017-11-10","26.35",3,"0.20","9.55","2017-11-12","NC-18535",4
5392,"US-2014-123183","2014-11-19","22.50",6,"0.00","10.80","2014-11-25","GR-14560",2
5393,"US-2014-123183","2014-11-19","9.96",2,"0.00","4.58","2014-11-25","GR-14560",2
5394,"US-2014-123183","2014-11-19","213.08",7,"0.00","102.28","2014-11-25","GR-14560",2
5395,"US-2014-123183","2014-11-19","1025.88",6,"0.00","235.95","2014-11-25","GR-14560",2
5396,"CA-2014-104829","2014-11-18","21.98",7,"0.00","9.89","2014-11-21","JG-15805",4
5397,"US-2016-147340","2016-09-24","63.20",5,"0.00","23.38","2016-09-24","EB-13750",3
5398,"CA-2016-145492","2016-11-20","39.00",12,"0.00","11.31","2016-11-27","MC-17605",2
5399,"CA-2016-163202","2016-09-27","2.91",3,"0.70","-2.03","2016-10-02","BM-11650",2
5400,"CA-2016-117681","2016-04-09","556.67",5,"0.15","6.55","2016-04-14","HF-14995",2
5401,"CA-2017-132262","2017-09-21","71.98",2,"0.00","15.12","2017-09-23","ML-18265",1
5402,"CA-2017-132262","2017-09-21","79.98",2,"0.00","26.39","2017-09-23","ML-18265",1
5403,"CA-2017-123043","2017-08-24","24.67",4,"0.20","7.71","2017-08-29","AH-10195",2
5404,"CA-2017-123043","2017-08-24","3.74",1,"0.20","1.31","2017-08-29","AH-10195",2
5405,"US-2016-143280","2016-02-22","445.96",5,"0.20","55.75","2016-02-26","TZ-21580",2
5406,"US-2016-143280","2016-02-22","36.24",1,"0.00","15.22","2016-02-26","TZ-21580",2
5407,"US-2016-143280","2016-02-22","10.65",3,"0.00","5.01","2016-02-26","TZ-21580",2
5408,"CA-2017-108854","2017-12-08","87.92",4,"0.00","40.44","2017-12-14","DM-13345",2
5409,"CA-2017-108854","2017-12-08","22.42",1,"0.20","8.41","2017-12-14","DM-13345",2
5410,"CA-2017-108854","2017-12-08","90.48",3,"0.20","33.93","2017-12-14","DM-13345",2
5411,"CA-2017-108854","2017-12-08","42.76",1,"0.00","11.12","2017-12-14","DM-13345",2
5412,"CA-2017-166856","2017-09-18","10.08",7,"0.20","3.53","2017-09-22","TS-21505",2
5413,"CA-2017-166856","2017-09-18","101.34",3,"0.00","8.11","2017-09-22","TS-21505",2
5414,"CA-2016-153157","2016-09-11","224.75",5,"0.00","62.93","2016-09-14","TB-21625",1
5415,"US-2017-125647","2017-09-23","73.18",6,"0.80","-197.58","2017-09-28","LC-16870",2
5416,"US-2017-125647","2017-09-23","20.74",4,"0.20","7.26","2017-09-28","LC-16870",2
5417,"US-2017-125647","2017-09-23","39.98",2,"0.20","-9.00","2017-09-28","LC-16870",2
5418,"CA-2014-132542","2014-10-06","15.36",2,"0.00","7.68","2014-10-08","AM-10360",4
5419,"CA-2015-110877","2015-10-23","36.29",7,"0.20","12.70","2015-10-26","JE-15715",1
5420,"CA-2015-110877","2015-10-23","150.38",2,"0.20","15.04","2015-10-26","JE-15715",1
5421,"US-2016-151827","2016-03-31","280.78",3,"0.40","-60.84","2016-04-02","CS-11950",4
5422,"US-2016-151827","2016-03-31","31.98",2,"0.20","1.20","2016-04-02","CS-11950",4
5423,"US-2016-163258","2016-12-29","11.23",3,"0.20","3.93","2017-01-02","PF-19225",2
5424,"CA-2017-103009","2017-11-03","26.40",5,"0.00","11.88","2017-11-05","PJ-18835",4
5425,"US-2017-120649","2017-01-20","3.52",2,"0.00","1.02","2017-01-26","JF-15490",2
5426,"CA-2016-153598","2016-12-03","1649.95",5,"0.00","659.98","2016-12-06","NM-18520",1
5427,"CA-2016-153598","2016-12-03","111.90",6,"0.00","51.47","2016-12-06","NM-18520",1
5428,"US-2016-108497","2016-06-14","599.17",5,"0.15","35.25","2016-06-14","MH-17290",3
5429,"CA-2016-113096","2016-09-02","46.53",3,"0.00","12.10","2016-09-04","SZ-20035",1
5430,"CA-2014-136861","2014-09-05","31.98",2,"0.20","2.00","2014-09-07","PR-18880",1
5431,"CA-2017-117422","2017-10-21","161.57",2,"0.20","16.16","2017-10-25","FC-14245",2
5432,"CA-2017-117422","2017-10-21","4.06",1,"0.20","1.37","2017-10-25","FC-14245",2
5433,"CA-2017-117422","2017-10-21","6.22",4,"0.70","-4.97","2017-10-25","FC-14245",2
5434,"CA-2017-129707","2017-04-25","8.90",4,"0.20","0.67","2017-04-29","LH-16750",2
5435,"CA-2015-160171","2015-10-19","1640.70",5,"0.00","459.40","2015-10-24","RM-19675",2
5436,"CA-2015-160171","2015-10-19","270.00",3,"0.00","97.20","2015-10-24","RM-19675",2
5437,"CA-2014-103317","2014-07-05","19.52",2,"0.20","5.37","2014-07-08","DM-13525",1
5438,"CA-2014-103317","2014-07-05","9.81",5,"0.70","-6.87","2014-07-08","DM-13525",1
5439,"CA-2014-103317","2014-07-05","213.22",3,"0.20","15.99","2014-07-08","DM-13525",1
5440,"CA-2016-167115","2016-04-04","588.78",2,"0.20","184.00","2016-04-09","EH-14185",2
5441,"US-2017-153633","2017-11-13","2.06",1,"0.20","0.15","2017-11-18","TC-21295",4
5442,"CA-2017-155929","2017-09-09","6.37",2,"0.20","2.39","2017-09-13","AI-10855",2
5443,"CA-2015-148712","2015-04-17","99.60",1,"0.00","36.85","2015-04-23","JM-15535",2
5444,"CA-2015-148712","2015-04-17","62.30",13,"0.20","21.02","2015-04-23","JM-15535",2
5445,"CA-2015-148712","2015-04-17","10.71",3,"0.00","2.78","2015-04-23","JM-15535",2
5446,"CA-2016-128307","2016-07-25","20.94",1,"0.20","7.07","2016-07-29","BE-11335",2
5447,"US-2016-127425","2016-08-26","33.00",6,"0.00","8.25","2016-08-31","DR-12880",2
5448,"US-2016-127425","2016-08-26","249.95",5,"0.00","87.48","2016-08-31","DR-12880",2
5449,"US-2014-119081","2014-09-12","357.93",3,"0.00","7.16","2014-09-19","TA-21385",2
5450,"US-2014-119081","2014-09-12","57.40",5,"0.00","10.91","2014-09-19","TA-21385",2
5451,"US-2014-119081","2014-09-12","331.96",2,"0.00","149.38","2014-09-19","TA-21385",2
5452,"US-2014-119081","2014-09-12","40.56",2,"0.00","12.98","2014-09-19","TA-21385",2
5453,"CA-2016-140613","2016-07-22","86.20",5,"0.00","25.00","2016-07-29","KN-16705",2
5454,"US-2017-108700","2017-05-19","38.02",6,"0.20","13.78","2017-05-23","PJ-18835",2
5455,"CA-2017-160962","2017-04-28","8.38",1,"0.20","0.73","2017-05-02","MC-17605",2
5456,"CA-2017-160962","2017-04-28","6.85",2,"0.20","0.77","2017-05-02","MC-17605",2
5457,"CA-2017-130631","2017-12-29","19.60",5,"0.00","9.60","2018-01-02","BS-11755",2
5458,"CA-2017-130631","2017-12-29","68.46",2,"0.00","20.54","2018-01-02","BS-11755",2
5459,"CA-2017-116680","2017-09-04","13.34",6,"0.20","4.34","2017-09-06","PK-19075",4
5460,"CA-2017-116680","2017-09-04","1478.27",8,"0.20","92.39","2017-09-06","PK-19075",4
5461,"US-2014-107405","2014-03-21","16.27",1,"0.20","-3.86","2014-03-25","TS-21205",2
5462,"CA-2017-101574","2017-09-28","9.24",3,"0.00","4.44","2017-10-04","BD-11725",2
5463,"CA-2014-146591","2014-01-19","32.34",10,"0.70","-23.72","2014-01-20","TS-21340",1
5464,"CA-2014-146591","2014-01-19","56.06",4,"0.20","19.62","2014-01-20","TS-21340",1
5465,"CA-2014-146591","2014-01-19","108.72",5,"0.20","36.69","2014-01-20","TS-21340",1
5466,"CA-2014-146591","2014-01-19","181.47",5,"0.70","-320.60","2014-01-20","TS-21340",1
5467,"CA-2014-107706","2014-02-14","16.18",3,"0.20","6.07","2014-02-19","ST-20530",4
5468,"CA-2016-122448","2016-06-09","122.35",3,"0.20","13.76","2016-06-14","DB-13210",2
